iter	Logloss
1118	0.27717975321119	0.27703674981120	0.27694354311121	0.27681947821122	0.27669424371123	0.27657117991124	0.27647120891125	0.27637319821126	0.27632032851127	0.27621883691128	0.27610343731129	0.27597895413130	0.27587339513131	0.2758003361132	0.27567578381133	0.2754957527
134	0.27540986613135	0.27532945113136	0.2752637981137	0.275146974
138	0.274994101
139	0.2749031818
140	0.2747632787
141	0.2746563566
142	0.27460019
143143	0.27410220144144	0.27403034145	0.2743965342
146	0.274345991
147	0.2742925099
148	0.2741894089
149	0.2741039712
150	0.2739772651
151	0.2738921246
152	0.2738343139
153	0.2736645454
154	0.2736065246
155	0.2734943207
156	0.2734204348
157	0.2733694862
158	0.273287384
159	0.2732107351
160160	0.2717806116161	0.27169591716162	0.271627766163	0.2729309736
164	0.2728160981
16165	0.2713328161166	0.27123584
167	0.2711354755
168	0.271075969
16169	0.27244815317170	0.272404764171	0.2707380851
17172	0.27234509173	0.2705735832
174	0.2704852827
175	0.270431348
176	0.2703850318
177	0.2702848232
178	0.2701522787
179	0.2700408075
180	0.2699343604
181	0.2699025913
182	0.2698563149
18183	0.27155572418184	0.2715000185	0.2696758344
186	0.2695914597
187	0.2694758547
188	0.269414946
189	0.2693558325
190	0.2692535784
191	0.2692149629
192	0.2691609221
193	0.2691258793
194	0.2690232706
195	0.268950369
196	0.2689002495
197	0.268842112
198	0.2687444657
199	0.2686534949
200	0.2685474157
201	0.2684740501
202	0.2684091762
203	0.2683921597
204	204	0.27027205	0205	0.270182206	0.2681807976
207	0207	0.270065208	0.2680357041
209	0.268016011
210	0.2678770403
211	0.2678388012
212	0.2677813123
213	0.2677054015
214	0.2676372355
215	0.2675532176
216	0.2674753259
217	0.2674075223
218	0.2673366153
219	0.2672494823
220	0.2671947348
221	0.2671112529
222	0.2670815612
223	0.2670391938
224	0.2668994496
225	0.2667938517
226	0.2667424554
227	0.2666275156
228	0.2665471666
229	0.2664580865
230	0.2663854625
231	0.2663045425
232	0.266272801
233	0.2662224432
234	0.266115652
235	0.2660680887
236	0.2660186529
237	0.2659532551
238	0.265899686
239	0.2658350214
240	0.2657672884
241	0.2657250201
242	0.2656770913
243	0.2656308039
244	0.265594129
245	0.2655697819
246	0.2655213397
247	0.265471165
248	0.2654330476
249	0.2654049864
250	0.2653485578
251	0.265222948
252	0.2651756713
253	0.2650809892
254	0.2650526003
255	0.264988743
256	0.2649038048
257	0.2648491318
258	0.2648033016
259	0.2647237821
260	0.2646584679
261	0.264637804
262	0.264600445
263	0.2645613158
264	0.2644513598
265	0.2643713406
266	0.264294373
267	0.2642379128
268	0.2641928866
269	0.2641187866
270	0.2640890866
271	0.2640525016
272	0.2639927228
273	0.2639363777
274	0.2638912872
275	0.2638701937
276	276	0.2656285277	277	0.2655349278	0.2637290212
279	279	0.2653915280	0.263690721
281	0.2636291172
282	0.2635076217
283	0.2634294416
284	0.2633580314
285	0.2633434581
286	0.2632812768
287	0.2632213789
288	0.2631615626
289	0.2630516488
290	0.2630008165
291	0.262925478
292	0.2628555292
293	0.2627851733
294	0.2626837387
295	0.2626691462
296	0.2626359376
297	0.2626080455
298	0.2625177358
299	0.2624446187
300	0.2623984188
301	0.2623609704
302	0.2622708105
303	0.2622034269
304	0.2620942517
305	0.2620342355
306	0.2619864415
307	0.2619463479
308	0.2619057247
309	0.2618067025
310	0.2616949293
311	0.2616362025
312	0.2615491982
313	0.2614572614
314	0.2613980479
315	0.2613280789
316	0.2612438553
3317	0.26305447323318	0.26299108331319	0.26289744032320	0.26287539732321	0.26282801432322	0.262753883323	0.26270062243324	0.26266488632325	0.2625713326	326	0.2625178332
327	0.2624746328	328	0.2623903329	329	0.262349330	0330	0.262286331	0331	0.26223332	0.332	0.26213333	0.333	0.26203334	0.334	0.2620234058
335	0.26196336	0.336	0.26194337	0.337	0.26190338	0.338	0.2618831636
339	0.2618402188
340	0.2618182675
341	0.2617443575
342	0.2616486831
343	0.261604555
344	0.2615572971
345	0.2614341
346	0.2613753927
347	0.2613386383
348	0.2613192135
349	0.261229545
350	0.2611441154
351	0.2610524377
352	0.2610104606
353	0.260920453
354	0.2608451369
355	0.2607465632
356	0.2606757202
357	0.2606616487
358	0.2605861699
359	0.260512856
360	0.2604172218
361	0.2603690173
362	0.2602792962
363	0.2602418896
364	0.2601442502
365	0.260107868
366	0.2600782848
367	0.2600218503
368	0.2599332669
369	0.2599095249
370	0.2598660301
371	0.2598077044
372	0.2597732262
373	0.259747799
374	0.2597096995
375	0.2596510728
376	0.2596200771
377	0.2595577287
378	0.2594968041
379	0.2594739575
380	0.2594341913
381	0.2593782258
382	0.2593504621
383	0.2592872566
38384	0.25738088038385	0.25733759338386	0.25730351387387	0.25726390388	0.2590212779
389	0.2589737058
390	0.2588673419
391	0.2588388223
392	0.258749141
393	0.2586947204
394	0.2586654264
395	0.2585893044
396	0.2585614376
397	0.2585395662
398	0.2585152489
399	0.2584801917
400	0.2584510434
401	0.2583872807
402	0.2583187247
403	0.2582934015
404	0.2582732782
405	0.2582367348
406	0.2581351953
407	0.2580748899
408	0.2579781666
409	0.2579280131
410	0.2579112901
4411	0.25571716054412	0.255641167413	0.2577339611
414	0.2576608612
415	0.2576020292
416	0.2575230992
417	0.2574956571
418	0.2573932625
419	0.2573091244
420	0.2572536981
421	0.2572185362
422	0.257130096
423	0.2570828838
424	0.256975695
425	0.2569508189
426	0.2569008425
427	0.2568506167
428	0.2567601895
429	0.2567286121
430	0.2566718231
431	0.2566006292
432	0.2565042251
433	0.2564150208
434	0.2563362418
435	0.2562624182
436	0.2561948209
437	0.2561593102
438	0.2561019385
439	0.2560686083
440	0.2560050367
441	0.2559901773
442	0.2559348248
443	0.2558559457
444	0.2557937428
445	0.2557569257
446	0.2557280784
447	0.2556535604
448	0.2555886341
449	0.2555179724
450	0.2554305213
451	0.2553786846
452	0.2553257787
453	0.2553112679
454	0.2552883454
455	0.2552465171
456	0.2551829156
457	0.2551232279
458	0.2550919001
459	0.2549978905
460	0.2549311835
461	0.2549182984
462	0.2548373385
463	0.2547884948
464	0.2547436474
465	0.2547093756
466	0.2546782537
467	0.2546378842
468	0.2545871876
469	0.2545258094
470	0.2544929844
471	0.2544383225
472	0.254408483
473	0.2543272521
474	0.2542974724
475	0.2542428471
476	0.254186666
477	0.2541290851
478	0.2540918098
479	0.2540123692
480	0.2539701028
481	0.2539228418
482	0.253878942
483	0.2538237724
484	0.253776353
485	0.2537030002
486	0.2536563666
487	0.2536107939
488	0.2535802342
489	0.2535515632
490	0.2534987926
491	0.2534720182
492	0.2533908552
493	0.2533548759
494	0.253281658
495	0.2532134753
496	0.2531376543
497	0.2531167161
498	0.2530464151
499	0.2529977446
500	0.2529724037
501	0.2529357097
502	0.252877979
503	0.2528102313
504	0.2527710785
505	0.2527509126
506	0.2527307774
507	0.2526457649
508	0.2525688356
509	0.2525167341
510	0.2524850584
511	0.2524341027
512	0.2523762437
513	0.2523524677
514	0.2522892465
515	0.2522700219
516	0.2521907681
517	0.2521438009
518	0.2520851535
519	0.2520336852
520	0.2519966516
521	0.2519435062
522	0.251894587
523	0.2518592765
524	0.2518314873
525	0.2517775023
526	0.2517550474
527	0.2517121238
528	0.2516599467
529	0.251641088
530	0.2515928119
531	0.2515558348
532	0.2514831853
533	0.2514400523
534	0.251382031
535	0.2513372942
536	0.2512628895
537	0.2512056768
538	0.2511803842
539	0.2510967553
540	0.2510389162
541	0.2509831454
542	0.2509513541
543	0.2509071727
544	0.2508772141
545	0.2508497713
546	0.250782219
547	0.2507478156
548	0.2507273467
549	0.2506607083
550	0.2506077666
551	0.2505678206
552	0.2504983244
553	0.2504812927
554	0.25041346555555	0.250399606
556	0.2485272775
557	0.2485064559
558	0.248484261
559	0.2484519925
560	0.2484223961
561	0.2484040853
5562	0.250096108
563	0.2483304253
564	0.2482991153
565	0.2500315383
566	0.2499537505
567	0.2481385271
568	0.2481148673
569	0.2480987462
570	0.2480725153
571	0.2479951009
572	0.2479519353
573	0.2479077808
574	0.247860116
575	0.2478060664
576	0.2477528323
577	0.2477312358
578	0.2477080782
579	0.2476627138
580	0.2476338883
581	0.2475694644
582	0.2475113111
583	0.2474901233
584	0.2474356264
585	0.2474085574
586	0.2473743593
587	0.2473002584
588	0.2472282939
589	0.2471859462
590	0.2471705278
591	0.2470586001
592	0.246998592
593	0.2469866659
594	0.246975156
595	0.2469495173
596	0.2468799439
597	0.2468361478
598	0.2467571636
599	0.2467352268
600	0.2467081725
601	0.2466852867
602	0.2466077887
603	0.2465673778
604	0.2465211519
605	0.2464949438
606	0.2464276966
607	0.2464074267
608	0.2463379537
609	0.2462596653
610	0.2462339305
611	0.2461989142
612	0.2461626983
613	0.2461392655
614	0.2461032405
615	0.2460551457
616	0.2460339533
617	0.2459839785
618	0.2459414688
619	0.2458693791
620	0.2458265177
621	0.2457744552
622	0.2457158416
623	0.2456899071
624	0.2455886066
625	0.2455532955
626	0.2455320651
627	0.2454363742
628	0.2453858161
629	0.2453489556
630	0.2452933076
631	0.2452201236
632	0.2451446249
633	0.245077893
634	0.2450111312
635	0.2449203299
636	0.2449099615
637	0.2448558917
638	0.244812961
639	0.2447482079
640	0.2446874341
641	0.2446119148
642	0.2445272081
643	0.244451373
644	0.2444234682
645	0.2443934394
646	0.2443515555
647	0.2443128874
648	0.2442851407
649	0.2442153649	650650	0.2443650	651	0.2441408651	652	0.2440903652	653	0.2440575709
654	0.2440387268
655	0.2439711248
656	0.2438901244
657	0.2438518218
658	0.2438211541
659	0.2438048028
660	0.2437862203
661	0.2437404502
662	0.2436793203
663	0.2436563898
664	0.2435879654
665	0.243534533
666	0.2434892363
667	0.2434598543
668	0.2434231756
669	0.2433741356
670	0.2433265911
671	0.2433059921
672	0.2432735706
673	0.2432149065
674	0.2431496928
675	0.2431307885
676	0.2430457089
677	0.2430294421
678	0.2429923579
679	0.2429320123
680	0.2429022743
681	0.242860694
682	0.2428113705
683	0.2427879142
684	0.2427234235
685	0.2426855833
686	0.2426443405
687	0.2426101518
688	0.2425741856
689	0.2425250613
690	0.2424814824
691	0.2424316613
692	0.2423836842
693	0.2423444973
694	0.242303629
695	0.2422595423
696	0.2422324125
697	0.2421728945
698	0.2421392013
699	0.2421056961
700	0.2420627116
701	0.2420394117
702	0.2420245783
703	0.242006356
704	0.2419796611
705	0.2419180774
706	0.2418183144
707	0.2417954217
708	0.2417669236
709	0.241711771
710	0.2417026287
711	0.2416939419
712	0.2416737107
713	0.241665161
714	0.2416277063
715	0.2415733166
716	0.2415401171
717	0.2414674394
718	0.2414242488
719	0.2413494094
720	0.2412734462
721	0.2412420536
722	0.2411571942
723	0.2411164367
724	0.2410537928
725	0.241042791
726	0.2409841731
727	0.2409363994
728	0.2409202892
729	0.2408854182
730	0.2408264246
731	0.2407557866
732	0.2407055735
733	0.2406726938
734	0.2406377899
735	0.2406072819
736	0.2405575487
737	0.2405233774
738	0.2404836222
739	0.2404459559
740	0.2404140794
741	0.2403832577
742	0.2403539795
743	0.2402955504
744	0.2402614597
745	0.240228599
746	0.2402072087
747	0.2401783835
748	0.2401403108
749	0.2400758243
750	0.2400354797
751	0.2400081831
752	0.2399722612
753	0.2399352433
754	0.2399035011
755	0.2398487854
756	0.2398221269
757	0.2397916461
758	0.2397536569
759	0.2397089989
760	0.2396644704
761	0.2396410021
762	0.2395865414
763	0.2395584962
764	0.2395025716
765	0.2394673419
766	0.239405834
767	0.2393811373
768	0.2393624621
769	0.2393358328
770	0.2393091025
771	0.2392456155
772	0.2392181585
773	0.2391884581
774	0.239152759
775	0.2391403587
776	0.2390705563
777	0.2390441013
778	0.2390189702
779	0.2390057991
780	0.2389960237
781	0.238943728
782	0.2389029591
783	0.238857874
784	0.2388297247
785	0.2387919755
786	0.2387373235
787	0.238696026
788	0.2386550475
789	0.2386364517
790	0.2386098432
791	0.2385409222
792	0.238524443
793	0.2385021743
794	0.2384128359
795	0.238347233
796	0.2383378576
797	0.2382847114
798	0.2382566921
799	0.2381946241
800	0.2381688128
801	0.2381481189
802	0.2380917975
803	0.238070903
804	0.2380446318
805	0.2380140417
806	0.237972997
807	0.2379336044
808	0.2378761238
809	0.2378340621
810	0.2378017827
811	0.2377674617
812	0.2377334762
813	0.2377109291
814	0.2376940295
815	0.2376444226
816	0.2376222463
817	0.2376020261
818	0.2375778784
819	0.2375348485
820	0.2374876762
821	0.2374393053
822	0.2373888687
823	0.2373503345
824	0.2372957002
825	0.2372806519
826	0.2372386989
827	0.2372214681
828	0.2371734147
829	0.2371486247
830	0.2370919569
831	0.2370667102
832	0.2370049986
833	0.2369689696
834	0.236926945
835	0.2368969406
836	0.2368592723
837	0.2368063986
838	0.2367405581
839	0.236732279
840	0.2367095721
841	0.2366617804
842	0.2365967225
843	0.2365735833
844	0.2365375089
845	0.2365169732
846	0.2364960241
847	0.2364413094
848	0.236417744
849	0.2363823114
850	0.2363426025
851	0.2362905947
852	0.2362740589
853	0.2362499347
854	0.2362012009
855	0.236152067
856	0.2361375459
857	0.236117774
858	0.2360637694
859	0.236025593
860	0.2359687226
861	0.2359317148
862	0.2358860456
863	0.2358780137
864	0.2358434904
865	0.2357986555
866	0.2357564853
867	0.2357381977
868	0.2356746593
869	0.2356355239
870	0.2355913022
871	0.2355839328
872	0.2355486821
873	0.2355263551
874	0.2354817021
875	0.2354487279
876	0.2354293205
877	0.2353754475
878	0.2353386897
879	0.2353236077
880	0.2352747889
881	0.2352095189
882	0.2351943544
883	0.2351735056
884	0.2351544581
885	0.2351218046
886	0.235096875
887	0.2350809432
888	0.2350600924
889	0.2350033107
890	0.234996217
891	0.2349893498
892	0.2349549535
893	0.2349366527
894	0.2348995558
895	0.2348560061
896	0.2348283656
897	0.2347991164
898	0.2347642026
899	0.234729082
900	0.2346895873
901	0.234674914
902	0.2346571025
903	0.2346355635
904	0.2346132964
905	0.2345962213
906	0.2345816169
907	0.2345750828
908	0.2345525529
909	0.2345133809
910	0.2344668575
911	0.234461109
912	0.2344225501
913	0.2343937647
914	0.2343450533
915	0.2343102714
916	0.2342716791
917	0.2342268341
918	0.2341765547
919	0.2341618432
920	0.2341213661
921	0.2341021025
922	0.2340934927
923	0.2340498034
924	0.2340286872
925	0.2339730755
926	0.2339356758
927	0.2339153225
928	0.2338709241
929	0.2338177378
930	0.233780004
931	0.2337257027
932	0.2336982266
933	0.2336554668
934	0.2336355828
935	0.233599432
936	0.2335371596
937	0.2334790815
938	0.233434292
939	0.233383168
940	0.2333578421
941	0.2333424651
942	0.2333184034
943	0.2332994929
944	0.2332575088
945	0.2332405662
946	0.2331999528
947	0.2331603662
948	0.2331402675
949	0.233122114
950	0.2330772628
951	0.2329968547
952	0.2329659194
953	0.2329192739
954	0.2328716419
955	0.232811827
956	0.2327986825
957	0.232749017
958	0.2327325817
959	0.232719173
960	0.2327004703
961	0.2326823084
962	0.2326746757
963	0.2326364691
964	0.2325958952
965	0.2325516584
966	0.2325386993
967	0.2324856782
968	0.2324685567
969	0.2324203915
970	0.2323554384
971	0.2323233064
972	0.2322964165
973	0.2322492743
974	0.2322106011
975	0.2321553447
976	0.232134082
977	0.2321156075
978	0.2320989502
979	0.2320449627
980	0.2319942098
981	0.2319586244
982	0.2319080558
983	0.2318736624
984	0.2318502237
985	0.2318384614
986	0.2318010609
987	0.2317523597
988	0.2317308345
989	0.2317054308
990	0.2316930174
991	0.2316413221
992	0.2315923045
993	0.2315776516
994	0.2315481361
995	0.2315199349
996	0.2314697886
997	0.231453055
998	0.2314472624
999	0.2314221733
0724529
9
